Job_ID,Skills,Years_of_Experience,Predicted_Job_Title,Company_Name,Company_Location,Industry,Salary (USD),Education_Level
JOB0222,"Machine Learning, Django, Node.js, Flask, Java, Power BI",15,Full Stack Developer,Facebook,Boston,Healthcare,188000,"Masters, BTech"
JOB0223,"Docker, Excel, Machine Learning, JavaScript",2,Senior Web Developer,Amazon,Seattle,IT,60000,Diploma
JOB0224,"HTML, Django, Power BI, Kubernetes, JavaScript, Data Analysis",6,Data Engineer,Cognizant,Chicago,Education,113000,"BTech, Masters"
JOB0225,"SQL, Excel, Kubernetes, C++",4,Full Stack Developer,Infosys,San Francisco,IT,88000,Diploma
JOB0226,"React, AWS, Excel, SQL, Machine Learning",13,Technical Lead,IBM,New York,Healthcare,159000,"Masters, BTech"
JOB0227,"JavaScript, Python, Data Analysis, Machine Learning, Tableau",2,Senior Web Developer,Cognizant,San Francisco,Healthcare,76000,"BTech, Masters"
JOB0228,"Kubernetes, Java, C++",11,Senior Software Engineer,Amazon,Chicago,Education,186000,"Masters, BTech"
JOB0229,"Python, Docker, Power BI, Node.js, Machine Learning, Java",6,Senior Web Developer,Amazon,Berlin,Finance,124000,"BTech, Masters"
JOB0230,"Node.js, Data Analysis, JavaScript, Python",13,Senior Software Engineer,Google,New York,Healthcare,166000,"Masters, BTech"
JOB0231,"Kubernetes, Node.js, Flask, Machine Learning",4,Senior Web Developer,Google,New York,Healthcare,96000,"BTech, Masters"
JOB0232,"HTML, Power BI, Django, Data Analysis",1,Data Engineer,Microsoft,Berlin,Education,72000,"Masters, BTech"
JOB0233,"HTML, Data Analysis, Power BI",2,Full Stack Developer,Infosys,San Francisco,Finance,63000,Diploma
JOB0234,"Data Analysis, CSS, Tableau, HTML, Power BI",9,Business Intelligence Analyst,Capgemini,Austin,Education,178000,"Masters, BTech"
JOB0235,"HTML, SQL, Data Analysis, Python",8,Business Intelligence Analyst,Accenture,San Francisco,Finance,155000,"BTech, Masters"
JOB0236,"AWS, JavaScript, CSS, Django, SQL, React",11,Senior Web Developer,Infosys,Chicago,Telecom,185000,BTech
JOB0237,"C++, HTML, CSS, Java, AWS",6,Lead DevOps Engineer,Accenture,San Francisco,Healthcare,142000,"Masters, BTech"
JOB0238,"Tableau, Kubernetes, Django",1,Full Stack Developer,Facebook,Boston,Finance,72000,"BTech, Masters"
JOB0239,"Java, Python, SQL, Data Analysis",14,Lead DevOps Engineer,Infosys,San Francisco,IT,167000,BTech
JOB0240,"Tableau, AWS, Docker",1,Senior Web Developer,Microsoft,Austin,Finance,70000,BTech
JOB0241,"HTML, Python, Machine Learning, Tableau",2,Senior Web Developer,Microsoft,Boston,Telecom,82000,BTech
JOB0242,"CSS, Tableau, Docker, React, Python, Excel",10,Senior Software Engineer,Infosys,New York,Telecom,183000,BTech
JOB0243,"React, CSS, Excel, HTML, Tableau, Power BI",8,Senior Software Engineer,Google,San Francisco,Education,173000,"Masters, BTech"
JOB0244,"Kubernetes, SQL, AWS, CSS, C++, React",15,Technical Lead,Facebook,Chicago,Telecom,196000,"BTech, Masters"
JOB0245,"C++, Docker, Tableau, React, JavaScript, HTML",11,Technical Lead,Accenture,London,Finance,170000,Diploma
JOB0246,"Flask, Python, Java, Kubernetes, Data Analysis",5,AI Engineer,Cognizant,London,Healthcare,135000,BTech
JOB0247,"Django, Power BI, AWS",3,Lead DevOps Engineer,Cognizant,Austin,Healthcare,89000,"BTech, Masters"
JOB0248,"Power BI, Django, HTML, Flask, Excel, Kubernetes",7,Data Engineer,Infosys,Seattle,IT,125000,"BTech, Masters"
JOB0249,"Docker, Excel, React, Machine Learning",3,Business Intelligence Analyst,IBM,Seattle,Education,90000,BTech
JOB0250,"Kubernetes, Node.js, CSS, AWS, Docker, HTML",14,Business Intelligence Analyst,IBM,Austin,Healthcare,163000,Diploma
JOB0251,"HTML, AWS, CSS",4,Business Intelligence Analyst,Accenture,Boston,Healthcare,96000,BTech
JOB0252,"HTML, Node.js, Data Analysis",14,Data Engineer,Microsoft,London,Education,176000,"Masters, BTech"
JOB0253,"Kubernetes, Power BI, C++",3,Technical Lead,Accenture,Berlin,Finance,88000,BTech
JOB0254,"Java, Kubernetes, Python, SQL",3,AI Engineer,Infosys,San Francisco,Telecom,108000,BTech
JOB0255,"Node.js, Django, Machine Learning, JavaScript, Java, Power BI",2,AI Engineer,IBM,New York,Education,73000,"BTech, Masters"
JOB0256,"HTML, Java, Tableau",15,Full Stack Developer,Facebook,Seattle,E-commerce,184000,"Masters, BTech"
JOB0257,"Tableau, Power BI, AWS, Kubernetes, React",15,Business Intelligence Analyst,Google,Austin,Education,170000,"Masters, BTech"
JOB0258,"Docker, Java, HTML, Tableau",12,Full Stack Developer,Amazon,San Francisco,Education,152000,Diploma
JOB0259,"Docker, HTML, SQL, AWS",11,AI Engineer,Capgemini,Chicago,Healthcare,167000,Diploma
JOB0260,"Node.js, Machine Learning, Data Analysis, C++, Power BI, React",2,Full Stack Developer,IBM,London,Education,105000,BTech
JOB0261,"CSS, JavaScript, Machine Learning, Power BI, Django",10,AI Engineer,Amazon,New York,Finance,175000,"Masters, BTech"
JOB0262,"AWS, Excel, Flask, Machine Learning, React, CSS",8,Lead DevOps Engineer,IBM,New York,Telecom,178000,Diploma
JOB0263,"Python, Power BI, SQL, JavaScript, React, Excel",9,Technical Lead,Accenture,San Francisco,IT,191000,"Masters, BTech"
JOB0264,"CSS, Power BI, Tableau, Docker, Django, AWS",5,Lead DevOps Engineer,Cognizant,New York,E-commerce,111000,"BTech, Masters"
JOB0265,"Data Analysis, Python, Flask, JavaScript",11,Full Stack Developer,Capgemini,Boston,Telecom,174000,BTech
JOB0266,"Data Analysis, Power BI, Django, Python",10,Business Intelligence Analyst,Google,New York,Healthcare,153000,Diploma
JOB0267,"Node.js, Power BI, SQL, Docker, Python",11,AI Engineer,Accenture,Berlin,Education,198000,"Masters, BTech"
JOB0268,"JavaScript, HTML, CSS, Kubernetes, SQL",15,AI Engineer,Google,San Francisco,Education,196000,Diploma
JOB0269,"Flask, Kubernetes, Power BI",14,Full Stack Developer,Infosys,Chicago,IT,171000,Diploma
JOB0270,"Django, HTML, Tableau",11,Business Intelligence Analyst,Capgemini,Boston,Finance,150000,Diploma
JOB0271,"Java, Excel, Power BI",8,AI Engineer,Microsoft,Seattle,Healthcare,189000,"Masters, BTech"
JOB0272,"JavaScript, C++, Power BI, Java, Machine Learning",14,Lead DevOps Engineer,Facebook,San Francisco,Healthcare,187000,BTech
JOB0273,"Kubernetes, Flask, Docker, SQL",12,Senior Software Engineer,Accenture,Chicago,Healthcare,193000,"Masters, BTech"
JOB0274,"Data Analysis, Power BI, Java, React, Docker",3,Senior Web Developer,IBM,Boston,Healthcare,103000,BTech
JOB0275,"Kubernetes, Excel, C++, Java, AWS, Tableau",2,Full Stack Developer,Infosys,Berlin,Telecom,88000,BTech
JOB0276,"React, JavaScript, AWS, CSS, Flask, Excel",13,Full Stack Developer,Accenture,New York,Education,154000,"Masters, BTech"
JOB0277,"AWS, Data Analysis, Machine Learning, CSS, Tableau",4,Full Stack Developer,Facebook,London,IT,91000,"BTech, Masters"
JOB0278,"JavaScript, Machine Learning, Tableau, Java",8,Technical Lead,IBM,Boston,E-commerce,162000,Diploma
JOB0279,"Tableau, Power BI, Docker",2,Data Engineer,Accenture,Seattle,Education,62000,BTech
JOB0280,"AWS, HTML, Machine Learning",15,Full Stack Developer,Amazon,Boston,Telecom,181000,BTech
JOB0281,"Flask, Power BI, C++, Tableau",11,AI Engineer,Cognizant,San Francisco,IT,173000,Diploma
JOB0282,"C++, Power BI, Tableau, Excel, Docker, React",7,Senior Software Engineer,Google,London,E-commerce,130000,BTech
JOB0283,"Data Analysis, Machine Learning, AWS, C++, React",9,Lead DevOps Engineer,Capgemini,San Francisco,IT,182000,"Masters, BTech"
JOB0284,"React, C++, Tableau",2,Full Stack Developer,Amazon,New York,E-commerce,96000,Diploma
JOB0285,"Power BI, Docker, AWS",2,Data Engineer,IBM,Chicago,Education,70000,BTech
JOB0286,"Power BI, C++, Docker, Kubernetes, Data Analysis, Flask",11,Senior Web Developer,Facebook,San Francisco,E-commerce,179000,Diploma
JOB0287,"React, Tableau, Docker, SQL, Kubernetes",1,Full Stack Developer,IBM,Austin,IT,74000,"Masters, BTech"
JOB0288,"Docker, CSS, AWS, Excel",14,Business Intelligence Analyst,Microsoft,New York,Healthcare,184000,Diploma
JOB0289,"C++, React, Tableau, Node.js, Excel",14,AI Engineer,Capgemini,Chicago,IT,195000,"Masters, BTech"
JOB0290,"HTML, Python, Power BI, Docker",9,Senior Software Engineer,Google,Seattle,IT,150000,"BTech, Masters"
JOB0291,"CSS, C++, Excel",4,Lead DevOps Engineer,Microsoft,San Francisco,E-commerce,100000,BTech
JOB0292,"C++, Django, Flask",5,Full Stack Developer,Infosys,New York,IT,115000,"BTech, Masters"
JOB0293,"Power BI, React, Excel, Kubernetes, Java",1,Full Stack Developer,Google,Chicago,IT,74000,"BTech, Masters"
JOB0294,"Flask, HTML, Python",2,Business Intelligence Analyst,Google,New York,Education,91000,BTech
JOB0295,"Java, Tableau, AWS, Python, Docker, C++",15,Senior Software Engineer,Capgemini,San Francisco,Finance,183000,"Masters, BTech"
JOB0296,"HTML, Machine Learning, Power BI, React, Java, C++",8,Data Engineer,Cognizant,New York,E-commerce,199000,BTech
JOB0297,"Python, Machine Learning, Power BI, Data Analysis, React",14,Technical Lead,Google,Berlin,IT,160000,BTech
JOB0298,"Python, Kubernetes, Node.js",3,Senior Web Developer,Google,Seattle,Telecom,85000,"BTech, Masters"
JOB0299,"Tableau, JavaScript, AWS, Python",2,Senior Software Engineer,Google,London,Education,109000,"BTech, Masters"
JOB0300,"C++, Java, Docker",12,Technical Lead,Accenture,San Francisco,Education,150000,"Masters, BTech"
JOB0301,"Machine Learning, Java, Python, Flask, C++",14,Lead DevOps Engineer,Google,Austin,Education,157000,BTech
JOB0302,"C++, Node.js, Python",3,Technical Lead,Google,London,Telecom,99000,BTech
JOB0303,"Docker, React, Machine Learning, Kubernetes, Java",1,Senior Software Engineer,Accenture,Seattle,E-commerce,64000,Diploma
JOB0304,"Django, Power BI, React",3,Full Stack Developer,Microsoft,Austin,Telecom,86000,BTech
JOB0305,"Java, HTML, Data Analysis",4,Full Stack Developer,Microsoft,Chicago,Finance,102000,"Masters, BTech"
JOB0306,"JavaScript, Flask, React, Data Analysis, Power BI, SQL",7,Data Engineer,Cognizant,Austin,Finance,110000,BTech
JOB0307,"React, Machine Learning, Django, JavaScript, HTML",12,Data Engineer,Facebook,Berlin,Finance,160000,BTech
JOB0308,"JavaScript, SQL, AWS, Flask, Django, Data Analysis",10,Technical Lead,Google,London,Healthcare,197000,Diploma
JOB0309,"CSS, HTML, Power BI, Excel",1,Full Stack Developer,Microsoft,New York,IT,60000,"Masters, BTech"
JOB0310,"Power BI, Django, Data Analysis, C++, Tableau, Excel",3,Lead DevOps Engineer,Accenture,San Francisco,Healthcare,108000,BTech
JOB0311,"Data Analysis, Node.js, Tableau, Django, Docker, C++",3,Data Engineer,Amazon,Austin,Education,94000,Diploma
JOB0312,"C++, Power BI, Java, SQL",7,Business Intelligence Analyst,Accenture,Chicago,Finance,120000,BTech
JOB0313,"Data Analysis, Excel, SQL, Machine Learning, React, Node.js",7,Business Intelligence Analyst,Infosys,New York,E-commerce,114000,BTech
JOB0314,"Tableau, Power BI, AWS, React, Machine Learning, Docker",2,Data Engineer,Microsoft,Berlin,Finance,98000,"BTech, Masters"
JOB0315,"Tableau, Kubernetes, Data Analysis, Excel",5,AI Engineer,Amazon,Berlin,Finance,137000,BTech
JOB0316,"Data Analysis, AWS, Kubernetes, Python, Tableau, Machine Learning",8,Full Stack Developer,Cognizant,London,Finance,190000,"Masters, BTech"
JOB0317,"Power BI, Excel, Django, HTML",5,Full Stack Developer,Google,Berlin,IT,112000,"BTech, Masters"
JOB0318,"Data Analysis, Excel, Kubernetes, CSS, Django",11,Data Engineer,Microsoft,New York,Healthcare,174000,BTech
JOB0319,"React, Machine Learning, SQL",13,AI Engineer,Google,Boston,IT,170000,Diploma
JOB0320,"Excel, Power BI, Django",14,Full Stack Developer,Infosys,New York,Healthcare,194000,Diploma
JOB0321,"Excel, Power BI, Python",13,Full Stack Developer,IBM,Boston,Education,198000,"BTech, Masters"
JOB0322,"React, Kubernetes, HTML",13,Business Intelligence Analyst,Facebook,Austin,IT,188000,BTech
JOB0323,"AWS, Excel, React, CSS",8,Technical Lead,Accenture,New York,IT,196000,"Masters, BTech"
JOB0324,"JavaScript, Flask, HTML, Kubernetes, Node.js, SQL",7,AI Engineer,Facebook,New York,IT,138000,Diploma
JOB0325,"Machine Learning, Node.js, SQL, C++, JavaScript, Flask",3,Full Stack Developer,Cognizant,Austin,IT,103000,"BTech, Masters"
JOB0326,"AWS, Django, C++, Java",9,Senior Web Developer,Microsoft,Berlin,IT,161000,"BTech, Masters"
JOB0327,"Python, Django, Excel, Data Analysis",14,Full Stack Developer,Microsoft,Seattle,Telecom,178000,"BTech, Masters"
JOB0328,"CSS, Excel, Tableau",8,Senior Web Developer,Google,Chicago,E-commerce,158000,BTech
JOB0329,"Django, HTML, Node.js, C++",5,Senior Web Developer,Google,New York,Education,131000,BTech
JOB0330,"Tableau, CSS, Flask",1,AI Engineer,Google,Berlin,IT,75000,Diploma
JOB0331,"Node.js, HTML, React, CSS, Django, Docker",2,Frontend Developer,Accenture,Austin,Healthcare,76000,"Masters, BTech"
JOB0332,"CSS, C++, Java, Flask",2,Senior Software Engineer,IBM,Seattle,Healthcare,101000,BTech
JOB0333,"AWS, Data Analysis, Flask",2,Lead DevOps Engineer,Cognizant,London,Healthcare,87000,"Masters, BTech"
JOB0334,"Docker, C++, AWS, Python, SQL",2,Full Stack Developer,Microsoft,Berlin,Telecom,79000,"Masters, BTech"
JOB0335,"Power BI, Java, Flask, Data Analysis, Python",12,Full Stack Developer,Microsoft,Austin,E-commerce,176000,"Masters, BTech"
JOB0336,"Excel, CSS, JavaScript, Power BI, SQL",3,Full Stack Developer,Microsoft,Chicago,Telecom,77000,BTech
JOB0337,"Docker, C++, Excel, Tableau",5,Technical Lead,Accenture,Berlin,Telecom,138000,"BTech, Masters"
JOB0338,"Data Analysis, SQL, Python, Flask, JavaScript, Django",14,AI Engineer,Capgemini,San Francisco,Healthcare,199000,Diploma
JOB0339,"Excel, React, Python, HTML, Tableau, CSS",6,AI Engineer,Google,London,Healthcare,134000,"Masters, BTech"
JOB0340,"Tableau, Java, Python, React, JavaScript",3,Senior Software Engineer,Accenture,Boston,Healthcare,86000,"Masters, BTech"
JOB0341,"HTML, Power BI, AWS, Kubernetes",5,Full Stack Developer,Amazon,Chicago,Finance,131000,"BTech, Masters"
JOB0342,"SQL, Java, CSS, Excel, Tableau, Kubernetes",5,Senior Web Developer,Amazon,San Francisco,Telecom,119000,"BTech, Masters"
JOB0343,"Power BI, Data Analysis, Kubernetes, React, C++",7,Technical Lead,Microsoft,New York,Telecom,120000,BTech
JOB0344,"JavaScript, AWS, Python, Flask",9,AI Engineer,Cognizant,Boston,Finance,154000,"Masters, BTech"
JOB0345,"Java, Power BI, Python, React",13,Business Intelligence Analyst,Facebook,New York,IT,170000,Diploma
JOB0346,"SQL, Docker, Data Analysis, Python, Java, Kubernetes",3,Business Intelligence Analyst,Capgemini,Berlin,Healthcare,103000,BTech
JOB0347,"Flask, AWS, Java, Power BI, Django",6,Full Stack Developer,Google,Berlin,Telecom,185000,"Masters, BTech"
JOB0348,"AWS, JavaScript, Machine Learning, React",1,Full Stack Developer,Accenture,Berlin,Education,69000,"BTech, Masters"
JOB0349,"SQL, Machine Learning, CSS, C++, Data Analysis, Flask",2,Senior Software Engineer,Google,New York,IT,77000,BTech
JOB0350,"CSS, Django, Tableau, JavaScript",15,Technical Lead,Amazon,New York,Healthcare,178000,Diploma
JOB0351,"Tableau, Machine Learning, JavaScript",5,Senior Web Developer,Infosys,Austin,Finance,128000,"Masters, BTech"
JOB0352,"Django, CSS, Docker",13,Senior Web Developer,Accenture,Boston,Healthcare,198000,BTech
JOB0353,"SQL, Docker, React, Excel",14,Technical Lead,Amazon,San Francisco,Telecom,187000,"Masters, BTech"
JOB0354,"JavaScript, HTML, Power BI, Machine Learning, Kubernetes",15,Business Intelligence Analyst,IBM,Austin,E-commerce,150000,BTech
JOB0355,"Kubernetes, Tableau, Node.js, Docker",9,Technical Lead,Infosys,New York,Finance,158000,Diploma
JOB0356,"Excel, Docker, Django",6,Business Intelligence Analyst,Facebook,New York,Telecom,129000,"BTech, Masters"
JOB0357,"Django, Docker, SQL, JavaScript, Node.js",4,Senior Software Engineer,Microsoft,Boston,Healthcare,92000,Diploma
JOB0358,"Python, C++, Tableau, Django, Docker, CSS",11,Full Stack Developer,Facebook,San Francisco,Finance,183000,BTech
JOB0359,"Python, JavaScript, Power BI, Excel",13,Senior Software Engineer,Accenture,New York,Telecom,174000,"Masters, BTech"
JOB0360,"SQL, Flask, Java",15,Lead DevOps Engineer,Accenture,Seattle,Education,197000,Diploma
JOB0361,"Docker, AWS, Power BI, Java, Data Analysis, HTML",4,Senior Software Engineer,Capgemini,London,Telecom,97000,BTech
JOB0362,"Python, Tableau, C++, Data Analysis, AWS",13,Senior Web Developer,Accenture,Berlin,IT,170000,"Masters, BTech"
JOB0363,"Tableau, HTML, Excel, Data Analysis",5,Full Stack Developer,Google,San Francisco,Telecom,142000,Diploma
JOB0364,"Flask, AWS, Machine Learning, Power BI",11,Senior Software Engineer,Amazon,Seattle,E-commerce,186000,"Masters, BTech"
JOB0365,"Docker, Data Analysis, Django, AWS, Node.js, Python",8,Senior Software Engineer,Cognizant,Berlin,Finance,151000,"BTech, Masters"
JOB0366,"AWS, Java, Tableau, JavaScript, Kubernetes, Flask",4,Data Engineer,Facebook,Berlin,Finance,93000,Diploma
JOB0367,"Java, Docker, SQL, AWS, Django, JavaScript",2,Business Intelligence Analyst,Cognizant,Berlin,E-commerce,107000,Diploma
JOB0368,"Node.js, Data Analysis, Kubernetes, Flask",12,AI Engineer,Google,New York,E-commerce,158000,Diploma
JOB0369,"JavaScript, Excel, Power BI, Kubernetes",10,Technical Lead,Infosys,London,E-commerce,196000,"BTech, Masters"
JOB0370,"HTML, Python, Django, Docker",4,AI Engineer,IBM,Berlin,Education,90000,"Masters, BTech"
JOB0371,"Excel, SQL, JavaScript, HTML, C++",14,Senior Web Developer,Accenture,San Francisco,Education,185000,"BTech, Masters"
JOB0372,"Docker, AWS, Machine Learning, Python, Tableau",9,Lead DevOps Engineer,Google,New York,Telecom,176000,BTech
JOB0373,"JavaScript, Excel, Docker, Data Analysis, SQL, Power BI",2,Senior Software Engineer,Cognizant,London,Healthcare,107000,"BTech, Masters"
JOB0374,"Data Analysis, CSS, Flask, Tableau, C++, SQL",12,Lead DevOps Engineer,Facebook,London,Healthcare,197000,Diploma
JOB0375,"Flask, HTML, CSS, Docker, Power BI",9,Data Engineer,Amazon,San Francisco,Education,162000,BTech
JOB0376,"Node.js, Flask, Django, Tableau",6,Senior Software Engineer,Cognizant,New York,Education,136000,"Masters, BTech"
JOB0377,"AWS, Docker, CSS, HTML",8,Full Stack Developer,Capgemini,Austin,Healthcare,179000,"Masters, BTech"
JOB0378,"Django, Power BI, AWS, Data Analysis, Java",12,AI Engineer,Infosys,London,Healthcare,154000,Diploma
JOB0379,"Docker, Node.js, SQL, AWS, Kubernetes, Django",2,Senior Software Engineer,IBM,Austin,Telecom,65000,"Masters, BTech"
JOB0380,"Django, CSS, Node.js",1,AI Engineer,Amazon,London,Telecom,76000,BTech
JOB0381,"Django, Machine Learning, C++, Kubernetes",4,Lead DevOps Engineer,Amazon,Chicago,Education,80000,BTech
JOB0382,"Flask, Java, Machine Learning, SQL, JavaScript",2,Lead DevOps Engineer,Microsoft,New York,Finance,100000,BTech
JOB0383,"Python, C++, Kubernetes",5,Business Intelligence Analyst,Capgemini,Austin,E-commerce,148000,"Masters, BTech"
JOB0384,"Node.js, Java, SQL, C++",14,Business Intelligence Analyst,Accenture,San Francisco,Education,185000,"Masters, BTech"
JOB0385,"Kubernetes, C++, React, Django, Docker, Data Analysis",4,AI Engineer,Accenture,San Francisco,Telecom,94000,"Masters, BTech"
JOB0386,"CSS, AWS, Docker",3,Full Stack Developer,Microsoft,San Francisco,Finance,102000,"Masters, BTech"
JOB0387,"Excel, Django, Docker, Kubernetes, Node.js",3,Senior Web Developer,Google,Berlin,E-commerce,105000,"Masters, BTech"
JOB0388,"Power BI, Docker, AWS, Node.js, Machine Learning",13,Full Stack Developer,Infosys,Boston,IT,189000,Diploma
JOB0389,"C++, Kubernetes, React, Power BI",6,Full Stack Developer,Accenture,New York,Telecom,130000,Diploma
JOB0390,"AWS, Node.js, Excel, Java, Tableau, Data Analysis",7,Senior Web Developer,Cognizant,London,E-commerce,119000,"BTech, Masters"
JOB0391,"JavaScript, CSS, Machine Learning",10,Senior Web Developer,Cognizant,San Francisco,Healthcare,196000,"BTech, Masters"
JOB0392,"Data Analysis, HTML, Machine Learning, CSS, Flask",15,Data Engineer,IBM,Berlin,Finance,161000,"Masters, BTech"
JOB0393,"Java, Node.js, CSS",2,Senior Web Developer,Accenture,San Francisco,IT,74000,"Masters, BTech"
JOB0394,"Kubernetes, Excel, AWS, Django, CSS, Python",7,Business Intelligence Analyst,Accenture,Boston,IT,144000,"BTech, Masters"
JOB0395,"JavaScript, CSS, React, HTML",6,AI Engineer,Microsoft,San Francisco,IT,115000,Diploma
JOB0396,"Python, Flask, Kubernetes, Tableau, SQL, HTML",5,Full Stack Developer,Infosys,Austin,E-commerce,132000,BTech
JOB0397,"Node.js, Tableau, Java, CSS",9,Lead DevOps Engineer,Microsoft,San Francisco,Education,179000,BTech
JOB0398,"HTML, Excel, Power BI",2,Full Stack Developer,Amazon,Chicago,Finance,63000,BTech
JOB0399,"Flask, Java, Django, Power BI",12,Lead DevOps Engineer,Accenture,San Francisco,E-commerce,163000,Diploma
JOB0400,"Django, HTML, Flask, Data Analysis",2,Business Intelligence Analyst,Infosys,Austin,Finance,74000,BTech
JOB0401,"Flask, Django, Node.js, Data Analysis, Java, Tableau",10,AI Engineer,Microsoft,Austin,Finance,175000,"Masters, BTech"
JOB0402,"Power BI, Java, Excel, Node.js, Tableau",11,Lead DevOps Engineer,Facebook,San Francisco,Telecom,152000,Diploma
JOB0403,"Django, Excel, Machine Learning, Python, Kubernetes, HTML",4,AI Engineer,Capgemini,New York,E-commerce,96000,"Masters, BTech"
JOB0404,"JavaScript, Tableau, Machine Learning, Excel, Node.js",2,Technical Lead,Amazon,Boston,IT,89000,BTech
JOB0405,"Machine Learning, Java, CSS, Django",15,Full Stack Developer,Google,New York,Healthcare,167000,BTech
JOB0406,"Power BI, SQL, React, Python, Flask, AWS",1,Full Stack Developer,IBM,Boston,Education,65000,"BTech, Masters"
JOB0407,"Flask, SQL, Django, Excel, Machine Learning, JavaScript",1,Full Stack Developer,IBM,Chicago,Telecom,66000,"BTech, Masters"
JOB0408,"Docker, Flask, SQL",2,Business Intelligence Analyst,Accenture,Austin,Healthcare,101000,BTech
JOB0409,"Node.js, React, Machine Learning, Excel, JavaScript, Kubernetes",9,Full Stack Developer,Infosys,Chicago,E-commerce,199000,"Masters, BTech"
JOB0410,"Data Analysis, Docker, Django",4,Lead DevOps Engineer,Accenture,New York,Finance,100000,Diploma
JOB0411,"Java, Django, Docker, C++, Python, Excel",4,Full Stack Developer,Accenture,London,Education,89000,"BTech, Masters"
JOB0412,"HTML, Data Analysis, C++, JavaScript, Docker",3,Senior Software Engineer,Facebook,San Francisco,Education,103000,"BTech, Masters"
JOB0413,"Flask, Java, Tableau, CSS, Data Analysis, HTML",1,Lead DevOps Engineer,Accenture,Chicago,IT,65000,Diploma
JOB0414,"Excel, Node.js, Tableau, Django, AWS",7,Senior Web Developer,Cognizant,San Francisco,Education,134000,Diploma
JOB0415,"Excel, Node.js, Python, Machine Learning, Docker, React",1,Data Engineer,IBM,London,Education,61000,"BTech, Masters"
JOB0416,"Node.js, Java, Tableau",15,Data Engineer,Amazon,San Francisco,Finance,178000,Diploma
JOB0417,"Django, Tableau, AWS, Flask, Docker",1,Senior Web Developer,Facebook,San Francisco,IT,79000,"Masters, BTech"
JOB0418,"Kubernetes, HTML, Java, Python",5,Data Engineer,Infosys,Berlin,Education,144000,"Masters, BTech"
JOB0419,"Node.js, SQL, Python, Kubernetes, Machine Learning",2,Full Stack Developer,Facebook,London,Education,107000,"BTech, Masters"
JOB0420,"Data Analysis, Tableau, Excel, Java",13,Data Engineer,Amazon,Seattle,E-commerce,171000,BTech
JOB0421,"HTML, Flask, Tableau, JavaScript, Excel",10,Business Intelligence Analyst,IBM,New York,E-commerce,180000,"BTech, Masters"
JOB0422,"Node.js, CSS, Power BI, Flask, Java, JavaScript",4,AI Engineer,Facebook,Seattle,IT,81000,BTech
JOB0423,"Excel, CSS, SQL, Tableau, Python, Power BI",9,Lead DevOps Engineer,Amazon,San Francisco,E-commerce,169000,Diploma
JOB0424,"CSS, Power BI, Python, Node.js, Kubernetes",11,Full Stack Developer,IBM,New York,E-commerce,176000,"Masters, BTech"
JOB0425,"Java, JavaScript, SQL, React",8,Full Stack Developer,Accenture,San Francisco,Telecom,163000,"Masters, BTech"
JOB0426,"SQL, Excel, C++",6,Senior Web Developer,Microsoft,Berlin,Healthcare,148000,"Masters, BTech"
JOB0427,"JavaScript, Excel, HTML, C++, Data Analysis",14,Lead DevOps Engineer,Infosys,New York,IT,164000,Diploma
JOB0428,"SQL, Python, React, Excel, Kubernetes",6,Full Stack Developer,IBM,Berlin,Telecom,128000,Diploma
JOB0429,"Docker, Flask, Machine Learning, SQL, React, Node.js",1,AI Engineer,Accenture,San Francisco,Finance,75000,"Masters, BTech"
JOB0430,"Django, Excel, Power BI, Java",4,Full Stack Developer,Google,Seattle,Education,81000,BTech
JOB0431,"React, C++, Machine Learning, JavaScript",15,Lead DevOps Engineer,Capgemini,San Francisco,Education,164000,"Masters, BTech"
JOB0432,"Data Analysis, HTML, Power BI",4,Business Intelligence Analyst,Infosys,New York,IT,106000,Diploma
JOB0433,"C++, Data Analysis, HTML, Docker",2,Full Stack Developer,Infosys,New York,IT,107000,Diploma
JOB0434,"Node.js, Power BI, Kubernetes",8,Senior Software Engineer,Amazon,New York,Education,151000,Diploma
JOB0435,"CSS, Excel, Data Analysis, Docker, Power BI, Node.js",11,Senior Software Engineer,Capgemini,London,Education,180000,"BTech, Masters"
JOB0436,"Excel, Node.js, Python, SQL",13,Full Stack Developer,IBM,San Francisco,Telecom,189000,"Masters, BTech"
JOB0437,"Power BI, Java, Docker, JavaScript, React, Python",11,Full Stack Developer,IBM,London,Telecom,195000,"Masters, BTech"
JOB0438,"HTML, Python, Java",7,Full Stack Developer,Facebook,London,Healthcare,143000,Diploma
JOB0439,"React, Java, Power BI, Excel",7,Lead DevOps Engineer,Accenture,Austin,Healthcare,113000,"Masters, BTech"
JOB0440,"Machine Learning, SQL, Power BI, Data Analysis, Django",11,Senior Software Engineer,Facebook,London,Telecom,182000,"Masters, BTech"
JOB0441,"Data Analysis, JavaScript, SQL, HTML",2,Technical Lead,Infosys,New York,E-commerce,69000,"Masters, BTech"
JOB0442,"Java, Excel, Data Analysis, Django, Docker",14,Business Intelligence Analyst,Accenture,Berlin,Finance,170000,Diploma
JOB0443,"JavaScript, Node.js, Power BI, HTML",14,Lead DevOps Engineer,Accenture,Berlin,Finance,180000,Diploma
JOB0444,"Node.js, Flask, React, Java, Excel, AWS",7,Lead DevOps Engineer,Facebook,Boston,Education,114000,BTech
JOB0445,"Java, Tableau, Power BI",2,Lead DevOps Engineer,Google,London,Education,82000,"BTech, Masters"
